username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language 
seledevedec,"b'not #halloween2021 but #quarantine time in our household. 4/5 covid19 positive. vaccine type does not matter #janssenvaccine vs #pfizervaccine. age does not matter 13 years old #pfizervaccine vs 40 years old #pfizervaccine, all positive but all with mild symptoms fortunately !'",no retweet username,"[{'text': 'halloween2021', 'indices': [4, 18]}, {'text': 'Quarantine', 'indices': [23, 34]}]",2021-11-01 07:55:31+00:00,367,510,en
NewsNowNation,"b'the united arab emirates has approved for emergency use the pfizer-biontech covid-19 vaccine for children aged 5-11, reuters quoted the health ministry as saying in a statement on monday.\n#uae #pfizer #pfizervaccine #biontech \n@uae https://t.co/hcfdykbeby'",no retweet username,[],2021-11-01 07:45:09+00:00,595,409,en
Enough71364045,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 07:42:14+00:00,348,361,en
BeachCo40183200,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 07:41:32+00:00,640,480,en
suemayonline,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 07:38:14+00:00,2190,3108,en
ListsOfInterest,"b'@ryanrallyoh a swamp of corruption with a dash of buffoonery. how the hell did everyone forget all the horrible shit these companies did to our population. \n\nalso, fda officials should not be allowed to work pharma once retired from their gig. \n\n#moderna #pfizer #pfizervaccine #modernabooster'",no retweet username,[],2021-11-01 07:37:56+00:00,331,656,en
henryhiccups1,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 07:33:42+00:00,242,464,en
NinamariaL,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 07:23:36+00:00,209,451,en
helyng7gmailco1,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 07:18:59+00:00,937,1482,en
CommonSenseASAP,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 07:15:59+00:00,10230,7567,en
interviewtimes2,b'third pfizer vaccine dose more effective than 2 jabs : #lancetstudy \n\n#thirddoseofvaccine #pfizervaccinedose #pfizervaccine #pfizer #covidvaccine \n\nhttps://t.co/y1d1od4dtz',no retweet username,"[{'text': 'LancetStudy', 'indices': [55, 67]}, {'text': 'ThirdDoseofVaccine', 'indices': [70, 89]}, {'text': 'PfizerVaccineDose', 'indices': [90, 108]}]",2021-11-01 07:01:10+00:00,180,39,en
JackieN62472794,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 06:47:26+00:00,8,109,en
JC24143107,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 06:46:35+00:00,220,2035,en
ShaneBanks11,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 06:41:33+00:00,296,1226,en
trelisemcbain,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 06:40:37+00:00,1389,2932,en
Paramythia__,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 06:36:37+00:00,2488,1302,en
scottyfletcher_,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 06:22:25+00:00,625,1569,en
NoDirectAction,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 06:17:27+00:00,2296,1402,en
bewellaotearoa,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 05:53:58+00:00,211,870,en
graymatterokay,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 05:43:19+00:00,22,89,en
Tiff_in1984,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 05:09:01+00:00,187,202,en
yondrebeats,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 05:07:18+00:00,1065,986,en
jasonBr43930697,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 04:57:41+00:00,84,241,en
KatCallan540,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 04:52:58+00:00,262,527,en
chaiya980,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 04:52:08+00:00,408,2835,en
GusReyesMusic,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 04:35:33+00:00,1923,4993,en
LogicPTK,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 04:24:20+00:00,150,724,en
iabfe,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 04:22:00+00:00,1617,3170,en
StevenDaw5,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 04:19:57+00:00,206,558,en
tobiasgeorgbenz,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 04:18:07+00:00,239,535,en
banglalivenews,"b'over 2.92 crore people fully vaccinated against the coronavirus in bangladesh | bangladesh live news https://t.co/pdtt0cvtnz \n\n#vaccination, #bangladesh, #coronavirus, #covid19, #sinopharm, #modernavaccine, #pfizervaccine, #astrazenecavaccine'",no retweet username,[],2021-11-01 04:16:43+00:00,12690,184,en
SusieReally,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 04:11:17+00:00,569,393,en
FeeRedfern,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",real_GGoswami,"[{'text': 'Australia', 'indices': [38, 48]}, {'text': 'Pfizervaccine', 'indices': [89, 103]}]",2021-11-01 04:08:26+00:00,791,1265,en
Cazziegirl,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 04:02:05+00:00,302,663,en
real_GGoswami,"b""an entry from tga (#australia ) daen database:-\n\nmedicine suspected - #pfizervaccine \nadverse reaction - bell's palsy\nage: &lt;1 year\n\nthere is no #covid19 vaccine available for this age group.\n\nhow this happened, those of you know - know.\n\nthis is so sad \xf0\x9f\x98\xa2\n\n#covid19aus https://t.co/nbpjdjazgp""",no retweet username,"[{'text': 'Australia', 'indices': [19, 29]}, {'text': 'Pfizervaccine', 'indices': [70, 84]}]",2021-11-01 04:00:00+00:00,1801,285,en
viralvideovlogs,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:50:34+00:00,8140,4601,en
Uaskt,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:50:31+00:00,1105,1087,en
melbrose1,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:48:56+00:00,520,775,en
GibberAUS,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:43:04+00:00,1145,1798,en
Binyxh,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:39:24+00:00,212,1083,en
DavidCollard17,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:39:03+00:00,408,896,en
TimHeeler,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:31:41+00:00,50,88,en
Adelina10194013,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:29:18+00:00,160,227,en
scott_rohan,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:26:55+00:00,1133,4240,en
danrisky,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:20:34+00:00,27132,15505,en
tekn0kat,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:18:36+00:00,153,412,en
WendyfWilson,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:18:21+00:00,1297,1207,en
JoBrenn94973034,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 03:16:18+00:00,20,106,en
vmosullivan,"b'\xf0\x9f\x9a\xa8update\xf0\x9f\x9a\xa8\nentries in tga (#australia ) daen database :- \n11th oct - 17th oct, 2021 for #pfizervaccine \n\nmyocarditis:-\n- 12 yrs old\n- 13 yrs old\n- 14 yrs old\n- 15 yrs old\n- 16 yrs old\n\npericarditis:-\n- 13 yrs old\n- 16 yrs old\n\nthis is not normal!!\n\n#covid19aus \n#covid19 https://t.co/xxop3l3r0q'",real_GGoswami,"[{'text': 'Australia', 'indices': [44, 54]}, {'text': 'Pfizervaccine', 'indices': [105, 119]}]",2021-11-01 02:37:07+00:00,260,680,en
