,username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,language,Polarity,Polarity_distribution,len_tweet,word_count_tweet
1508,vaishwaanara, must thank pfizer bhagat two things stopping pfizer vaccines entering india making india e vaccine target till august everything else must thank mughals,smitabarooah,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,69,350,en,0.0,Neutral,153,24
1509,pintopeter4, natural immunity far stronger immunity conferred pfizer vaccine video hill tv narrative finally changing,rwmalonemd,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,4,104,en,0.06666666666666667,Negative,105,15
1510,lukeremme, pfizer vaccine put horse box republicans,briantylercohen,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,309,183,en,0.0,Neutral,41,7
1511,todayheadline42, pfizer covid vaccine receives full fda,briantylercohen,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,697,234,en,0.35,Negative,39,7
1512,nataiiafigueroa, moderna vaccine creates twice many antibodies pfizer research,motinsitepegas,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,1034,322,en,0.5,Negative,62,9
1513,larossella_, natural immunity vs vaccine induced immunity israeli research people given doses pfizer vaccine almost fold likely contract delta infection amp fold likely symptomatic disease recovered quite surprising eh,heather_parisi,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,554,843,en,0.19999999999999998,Negative,206,29
1514,concern57866849, israel ministry health months jab pfizer covid vaccine effective symptomatic covidaustralian frontline healthcare workers phase many got vaccinated feb apr emerging issue hospital transmission,mark_g_davies,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,345,639,en,0.55,Negative,193,25
1515,asucculentmeal, watching australian politicians parties beg people take astrazeneca spending months trashing stunning scomo held rushed presser freak greg hunt said could wait pfizer albo called wrong vaccine last month,nordicnomadesq,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,8,34,en,0.0,Neutral,204,30
1516,cdubshartley, may ask jab e cousin took known adverse allergic reaction polyethylene glycol based peg lipid nanoparticle used deliver mrna pfizer vaccine moderna may tied heart issues,mi_keezy,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,525,3373,en,0.0,Neutral,170,27
1517,rec81173031, prepare,mi_keezy,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,10,23,en,0.0,Neutral,8,2
1518,robertjareed, got pfizer vaccine yesterday,mi_keezy,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,44,104,en,0.0,Neutral,29,5
1519,rice1792, fda says pfizer vaccine harmless humans covid,thebabylonbee,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,106,109,en,0.0,Neutral,46,8
1520,sohail6238, coronavirus new study shows moderna vaccine generates double antibodies compared pfizer vaccine,spectatorindex,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,186,1053,en,0.06818181818181818,Negative,96,13
1521,trentjeng, breaking fda top vaccine review directors announce sudden departure day acip approves pfizer shot,highwiretalk,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,652,1033,en,0.25,Negative,98,15
1522,rbudo, holders israel vaccine passports must get third dose pfizer biontech vaccine within six months second dose lose called green pass allows freedom,wsj,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,14,312,en,-0.06666666666666667,Positive,145,23
1523,ajij_mulla, moderna covid vaccine generated double antibodies similar shot made pfizer biontech research directly comparing immune responses,business,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,1016,487,en,0.03333333333333333,Negative,129,17
1524,sstroschein2, reminder countries actually serious protecting children vaccine even moving forward stay behind uk,business,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,2806,3282,en,-0.3666666666666667,Positive,99,14
1525,pm323, reading wikipedia page astrazeneca vaccine makes decision go pfizer look reasonable despite time penalty,business,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,168,433,en,0.2,Negative,105,15
1526,wtpugs, natural immunity far stronger immunity conferred pfizer vaccine video hill tv narrative finally changing,rwmalonemd,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,43,234,en,0.06666666666666667,Negative,105,15
1527,freddocorleone1, rna vaccines cooked overnight ivanka worked many many years thing warp speed push regulatory process pfizer received fda approval enough e go get vaccine numbers lie,rwmalonemd,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,23,24,en,0.3333333333333333,Negative,166,27
1528,susannahsparrow, former pfizer employee confirms poison covid amp apos vaccine amp apos stew peters show,brinson_diane,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,824,1342,en,0.0,Neutral,88,15
1529,input_sh, people realise vaccine patent discussion really pfizer keeps profit biontech get usa waiving vaccine patents germany,brinson_diane,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,988,505,en,0.2,Negative,117,17
1530,susannahsparrow, late june purported paper university spain claimed pfizer vaccine graphene amazing graphene pitch black fabrication university confirmed false,badcovid19takes,"[{'text': 'COVID19', 'indices': [92, 100]}]",2021-09-01,824,1342,en,0.026666666666666672,Negative,143,19
1531,wolvescarers, get dose covid vaccine walk clinics open across wolverhampton today pfizer open many az doses must weeks apart please see web pic info,wolvescouncil,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-09-01,537,1266,en,0.16666666666666666,Negative,135,24
1532,chrisri80029765, moderna vaccine creates twice many antibodies pfizer research,thehill,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-09-01,1406,4999,en,0.5,Negative,62,9
1533,craftingflan, adjust vaccination got third pfizer vaccine confident vaccinations problem problem refuse vaccination come non credible non scientific e get vaccine,thehill,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-09-01,1420,1874,en,0.3,Negative,149,21
1534,annleelyn1, fda ordered pfizer studies side effects covid vaccine children hearts ordered studies continue governments around world mandating injection right source,thehill,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,500,4091,en,0.2857142857142857,Negative,153,21
1535,tommih9, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,329,644,en,0.0,Neutral,150,21
1536,susieyarrawonga, enjoy shooting pfizer,robertkennedyjr,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,302,353,en,0.4,Negative,22,4
1537,fluffyb64978720, enough attention paid document briefing document meeting fda vaccines related biological products advisory committee september pfizer booster considered,jengleruk,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,269,777,en,0.0,Neutral,153,19
1538,maddylovespare, compensation scheme mandatory vaccination much blindness uk moderna pic uk pfizer pic uk astrazeneca pic,jengleruk,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,342,319,en,0.2,Negative,105,16
1539,terrieri4, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,904,121,en,0.0,Neutral,150,21
1540,ringtoneboxing, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,1316,1414,en,0.0,Neutral,150,21
1541,marinersilas, story never ran higher pfizer pressured news agency drop,cordeliers,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,1059,1409,en,0.25,Negative,57,10
1542,entrapped_again, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,71,353,en,0.0,Neutral,150,21
1543,fluffyb64978720, read whole thread fda briefing document pfizer boosters,clarecraigpath,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,269,777,en,0.2,Negative,56,9
1544,kittypo80176717, singapore opening,clarecraigpath,"[{'text': 'Wolverhampton', 'indices': [103, 117]}]",2021-10-01,98,763,en,0.0,Neutral,18,3
1545,ttv_kyk, look covax vaccines arrive manila today delivery doses pfizer vaccines part doses co procured w covax facility,whophilippines,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,104,163,en,0.0,Neutral,111,18
1546,keygantherese, ceo pfizer getting vax says healthy therefore follow guideline,illuminatedsuns,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,1197,1827,en,0.5,Negative,63,10
1547,molodotcom, wash makeup pfizer effect makes feel lazy,illuminatedsuns,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,1571,1300,en,-0.25,Positive,42,8
1548,joewrig77538512, node dude less effective read pfizer study right vax fully effective true vaccine want ask legit question even know works traditional vaccine part virus injected research,illuminatedsuns,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,12,25,en,0.27817460317460313,Negative,171,27
1549,rubio_surber, k pfizer vaccines usa thru covax arrive pm naia,teddybird,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,236,156,en,0.0,Neutral,48,10
1550,nel18475333, ceo daughter raised price epipens sold pairs overcharged medicare struck deal pfizer monopolize u sales salary soared head nasb wife pressured public schools stock,deorygun,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,415,1004,en,0.0,Neutral,164,25
1551,michael85704536, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,66,40,en,0.0,Neutral,150,21
1552,josephseby78, going booster dose annual vaccination pfizer ceo,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,7114,76,en,0.0,Neutral,49,8
1553,momse982183871, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,69,93,en,0.0,Neutral,150,21
1554,fikona_s, yep hit call centre sweet spot pfizer opened victoria got vaccinated days later got kids within week pfizer available although took several calls,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,11,44,en,0.1875,Negative,146,24
1555,kimimunroe, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,821,983,en,0.0,Neutral,150,21
1556,protonsoe, nooo que te paso hollowknight te pusiste pfizer,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,129,502,en,0.0,Neutral,48,9
1557,james07704517, going make love without protection get pregnant know responsible pfizer moderna j amp j astrazeneca sinopharm sputnik mentality big pharma,therealpro7,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,21,169,en,0.2583333333333333,Negative,139,21
1558,kiley_kimball, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,514,830,en,0.0,Neutral,150,21
1559,mrcxism, got second dose pfizer today october good start,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,1407,545,en,0.35,Negative,48,9
1560,jessier74285725, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,233,91,en,0.0,Neutral,150,21
1561,livefreedet, ceo pfizer getting vax says healthy therefore follow guideline,illuminatedsuns,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,1455,2425,en,0.5,Negative,63,10
1562,joopvankooten, cnn amp apos anderson cooper pfizer amp apos big nail amp apos billion fine,illuminatedsuns,"[{'text': 'COVAX', 'indices': [32, 38]}]",2021-10-01,1022,822,en,0.20833333333333334,Negative,76,15
1563,ni2qf, philippines receives additional doses pfizer covid vaccine covax facility ptv fb livestream via,abscbnnews,"[{'text': 'COVID19VaccinePH', 'indices': [116, 133]}]",2021-10-01,2783,588,en,0.0,Neutral,96,14
1564,rafleehive, e news rafleeming hosting another grab jab clinic homecarepharmacy returning mon oct clinic held community centre anyone access station welcome come along royalairforce pfizer moderna,abscbnnews,"[{'text': 'RAFLeeming', 'indices': [15, 26]}, {'text': 'HomecarePharmacy', 'indices': [66, 83]}]",2021-10-01,112,49,en,0.8,Negative,184,26
1565,tenntcb, shocking unshocking really husband pfizer e board member sponsored bill mandating vaccines normal hell,jackmurphylive,"[{'text': 'RAFLeeming', 'indices': [15, 26]}, {'text': 'HomecarePharmacy', 'indices': [66, 83]}]",2021-10-01,12,174,en,-0.21666666666666667,Positive,103,15
1566,dannymikecena, another friday another chatting stream got dose pfizer yesterday busy helping dad set little sister pc well feel tired regardless talk stuff mostly chill,jackmurphylive,"[{'text': 'RAFLeeming', 'indices': [15, 26]}, {'text': 'HomecarePharmacy', 'indices': [66, 83]}]",2021-10-01,71,449,en,0.003124999999999989,Negative,154,25
1567,hunterjarjar, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'RAFLeeming', 'indices': [15, 26]}, {'text': 'HomecarePharmacy', 'indices': [66, 83]}]",2021-10-01,141,94,en,0.0,Neutral,150,21
1568,sn0wd3n, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'RAFLeeming', 'indices': [15, 26]}, {'text': 'HomecarePharmacy', 'indices': [66, 83]}]",2021-10-01,3688,951,en,0.0,Neutral,150,21
1569,jchandler66, e pfizer shots need used contact doctor get shot vaccinate,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,1112,4244,en,0.0,Neutral,59,11
1570,jeblake7, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,1602,3809,en,0.0,Neutral,150,21
1571,teddybird, pfizer vaccines arrive,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,12004,5578,en,0.0,Neutral,23,4
1572,amynasir8, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,133,497,en,0.0,Neutral,150,21
1573,johno5127, e woman injured covid vaccine pleads health agencies help local news agency kills story pressure pfizer children health defense,southgapatriot,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,194,473,en,0.0,Neutral,128,20
1574,geiroffenberg, cosmos stars didnt hear pfizer ceo never get fully va months effect gone said get back normal keep getting shots,southgapatriot,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,83,435,en,0.075,Negative,113,21
1575,patriotnews8, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,2006,5003,en,0.0,Neutral,150,21
1576,dantesmithg, read whole thread fda briefing document pfizer boosters,clarecraigpath,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,405,685,en,0.2,Negative,56,9
1577,amandamankey, pfizer drug trovan still clinical stage development drugmaker tested without parents consent children pfizer claimed trovan kids gravely injured died,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,61,339,en,0.0,Neutral,150,21
1578,jennymc83359745, e wash one know advise actually happen,robertkennedyjr,"[{'text': 'vaccinate', 'indices': [113, 123]}]",2021-10-01,389,1007,en,0.0,Neutral,39,8
1579,ballardslane, friend died shingles eye royal free hospital pfizer vaccines shingles pfizervaccine,robertkennedyjr,"[{'text': 'Shingles', 'indices': [105, 114]}, {'text': 'Pfizervaccine', 'indices': [116, 130]}]",2021-10-01,491,941,en,0.4,Negative,84,12
1580,charlesmonday, got second pfizer jab covishield va pfizervaccine,robertkennedyjr,"[{'text': 'COVID19', 'indices': [31, 39]}, {'text': 'COVISHIELD', 'indices': [40, 51]}, {'text': 'Vaxxed', 'indices': [52, 59]}, {'text': 'Pfizervaccine', 'indices': [60, 74]}]",2021-10-01,279,399,en,0.0,Neutral,50,8
1581,deadpool_deboss, pfizervaccine dose dose getvaccinated staysafe vaccination victoria,robertkennedyjr,"[{'text': 'Pfizervaccine', 'indices': [0, 14]}, {'text': 'GetVaccinated', 'indices': [46, 60]}, {'text': 'StaySafe', 'indices': [61, 70]}, {'text': 'vaccination', 'indices': [71, 83]}, {'text': 'Victoria', 'indices': [84, 93]}]",2021-10-01,176,689,en,0.0,Neutral,68,8
1582,faztcheckmate, healthy serving squidgame go rest need kick got doubleshotoflove pfizervaccine earlier little know chief vaccinesideeffect vaccineswork anothershotcloser freedom freedumb vaccine murdochriots,robertkennedyjr,"[{'text': 'SquidGame', 'indices': [19, 29]}, {'text': '5G', 'indices': [61, 64]}, {'text': 'DoubleShotOfLove', 'indices': [84, 101]}]",2021-10-01,313,2476,en,0.10416666666666667,Negative,192,22
1583,sallie6youtube, daughter first pfizer shot day sick vomiting move e pain skin gone yellow omg husband phoning ambulance pfizervaccine,robertkennedyjr,"[{'text': 'SquidGame', 'indices': [19, 29]}, {'text': '5G', 'indices': [61, 64]}, {'text': 'DoubleShotOfLove', 'indices': [84, 101]}]",2021-10-01,2000,1598,en,-0.15476190476190477,Positive,118,19
1584,sandhyaramanat1, true generalpractice amp always coal face battle key trust b w doctor amp patient help enable understanding safety vaccination practice received accreditation giving pfizervaccine helps patients,robertkennedyjr,"[{'text': 'generalpractice', 'indices': [23, 39]}, {'text': 'trust', 'indices': [109, 115]}]",2021-10-01,2268,215,en,0.175,Negative,195,27
1585,_renzvntln, october fullyvaccinated pfizervaccine,robertkennedyjr,"[{'text': 'FullyVaccinated', 'indices': [17, 33]}, {'text': 'Pfizervaccine', 'indices': [34, 48]}]",2021-10-01,92,54,en,0.0,Neutral,38,4
1586,freudianassoci3, va deaths slowly reported msm corona tavistockinstitute vaccine india australia unsafe safety astrazeneca pfizervaccine bigpharma gmo secondshot forcedvaccination handsoffmybody internet mitra,robertkennedyjr,"[{'text': 'Death', 'indices': [67, 73]}, {'text': 'Corona', 'indices': [74, 81]}, {'text': 'TavistockInstitute', 'indices': [82, 101]}, {'text': 'Vaccine', 'indices': [103, 111]}]",2021-09-30,33,8,en,-0.30000000000000004,Positive,193,22
1587,pachrchadvocacy, fda amp cdc authorize booster dose pfizervaccine certain adults,robertkennedyjr,"[{'text': 'Pfizervaccine', 'indices': [40, 54]}, {'text': 'COVID19', 'indices': [99, 107]}]",2021-09-30,684,589,en,0.21428571428571427,Negative,64,10
1588,rakhshaafrooz, australia assyrian bishop speaks covid vaccines amp beast system sideefects israel billgates freemason fauci mrnavaccine pfizervaccine forcedvaccination worshipsatan handsoffmybody,freudianassoci1,"[{'text': 'Pfizervaccine', 'indices': [40, 54]}, {'text': 'COVID19', 'indices': [99, 107]}]",2021-09-30,191,504,en,0.0,Neutral,181,20
1589,rakhshaafrooz, kellai rodriguez va pfizervaccine beforevaccine aftervaccine cdc fda forcedvaccination handsoffmybody,freudianassoci1,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [91, 97]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [98, 110]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [111, 123]}]",2021-09-30,191,504,en,0.0,Neutral,102,11
1590,triology10, actual va hypocrites biglie pfizervaccine pfizerceo,missrobin61,"[{'text': 'VaxFact', 'indices': [38, 46]}, {'text': 'Hypocrites', 'indices': [47, 58]}, {'text': 'COVID19', 'indices': [59, 67]}, {'text': 'BigLie', 'indices': [68, 75]}, {'text': 'Pfizervaccine', 'indices': [76, 90]}, {'text': 'pfizerCEO', 'indices': [91, 101]}]",2021-09-30,457,500,en,0.0,Neutral,52,7
1591,muthawalker, immunocompromised thanks medication infusions controlling disease today learned rounds pfizervaccine work blood work showed signs antibodies made antimaskers antiva death sentences people like getva,lilmissanthropy,"[{'text': 'VaxFact', 'indices': [38, 46]}, {'text': 'Hypocrites', 'indices': [47, 58]}, {'text': 'COVID19', 'indices': [59, 67]}, {'text': 'BigLie', 'indices': [68, 75]}, {'text': 'Pfizervaccine', 'indices': [76, 90]}, {'text': 'pfizerCEO', 'indices': [91, 101]}]",2021-09-30,378,542,en,0.2,Negative,199,25
1592,viniciogranados, finally got second dose pfizervaccine thanks science,lilmissanthropy,"[{'text': 'PfizerVaccine', 'indices': [36, 50]}, {'text': 'Science', 'indices': [62, 70]}]",2021-09-30,251,599,en,0.06666666666666667,Negative,53,8
1593,tci_health, turks amp caicos islands ministry health report september tcihealthpromotions getvaccinated getvaccinatedtci turksandcaicos turksandcaicos turksandcaicosislands pfizervaccine coronavirus vaccinesafety,lilmissanthropy,"[{'text': 'PfizerVaccine', 'indices': [36, 50]}, {'text': 'Science', 'indices': [62, 70]}]",2021-09-30,706,430,en,0.0,Neutral,201,18
1594,fdallengroupinc, taking almost lives per day peak nyc question going get vaccine protect family uncivilized anyways getvaccinated shoutout pfizervaccine javitscenter ceospeaks,fdallengroupinc,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'NYC', 'indices': [82, 86]}]",2021-09-30,5467,4613,en,0.0,Neutral,159,21
1595,souri_ard, kellai rodriguez va pfizervaccine beforevaccine aftervaccine cdc fda forcedvaccination handsoffmybody,freudianassoci1,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [91, 97]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [98, 110]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [111, 123]}]",2021-09-30,761,2382,en,0.0,Neutral,102,11
1596,souri_ard, australia assyrian bishop speaks covid vaccines amp beast system sideefects israel billgates freemason fauci mrnavaccine pfizervaccine forcedvaccination worshipsatan handsoffmybody,freudianassoci1,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [91, 97]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [98, 110]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [111, 123]}]",2021-09-30,761,2382,en,0.0,Neutral,181,20
1597,content_retired, immunocompromised thanks medication infusions controlling disease today learned rounds pfizervaccine work blood work showed signs antibodies made antimaskers antiva death sentences people like getva,lilmissanthropy,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [91, 97]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [98, 110]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [111, 123]}]",2021-09-30,1358,663,en,0.2,Negative,199,25
1598,baynbelleamour, dose done pfizervaccine fullyvaccinated,lilmissanthropy,"[{'text': 'Pfizervaccine', 'indices': [15, 29]}, {'text': 'FullyVaccinated', 'indices': [30, 46]}]",2021-09-30,196,149,en,0.0,Neutral,40,5
1599,noee28563369, kellai rodriguez va pfizervaccine beforevaccine aftervaccine cdc fda forcedvaccination handsoffmybody,freudianassoci1,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [91, 97]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [98, 110]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [111, 123]}]",2021-09-30,845,2131,en,0.0,Neutral,102,11
1600,noee28563369, australia assyrian bishop speaks covid vaccines amp beast system sideefects israel billgates freemason fauci mrnavaccine pfizervaccine forcedvaccination worshipsatan handsoffmybody,freudianassoci1,"[{'text': '┌⌐╪▒┘ê┘å╪º', 'indices': [91, 97]}, {'text': '┘ê╪º┌⌐╪│┘å_┌⌐╪▒┘ê┘å╪º', 'indices': [98, 110]}, {'text': '┘ê╪º┌⌐╪│┘å_┘ü╪º█î╪▓╪▒', 'indices': [111, 123]}]",2021-09-30,845,2131,en,0.0,Neutral,181,20
1601,msemanchik, pfizer booster side effects hours sore arm shivers body achesthis pretty par second dose pfizervaccine,freudianassoci1,"[{'text': 'Pfizervaccine', 'indices': [122, 136]}]",2021-09-30,5751,1055,en,0.125,Negative,103,16
1602,vampiresocks, pfizervaccine modernavaccine made available australians tomorrow happydance auspol finally,thedaysarelong,"[{'text': 'PfizerVaccine', 'indices': [20, 34]}, {'text': 'ModernaVaccine', 'indices': [39, 54]}, {'text': 'COVID19Aus', 'indices': [117, 128]}]",2021-09-30,110,185,en,0.2,Negative,91,10
1603,pambca, immunocompromised thanks medication infusions controlling disease today learned rounds pfizervaccine work blood work showed signs antibodies made antimaskers antiva death sentences people like getva,lilmissanthropy,"[{'text': 'PfizerVaccine', 'indices': [20, 34]}, {'text': 'ModernaVaccine', 'indices': [39, 54]}, {'text': 'COVID19Aus', 'indices': [117, 128]}]",2021-09-30,666,875,en,0.2,Negative,199,25
1604,thedaysarelong, pfizervaccine modernavaccine made available australians tomorrow happydance auspol finally,lilmissanthropy,"[{'text': 'PfizerVaccine', 'indices': [0, 14]}, {'text': 'ModernaVaccine', 'indices': [19, 34]}, {'text': 'COVID19Aus', 'indices': [97, 108]}]",2021-09-30,133,149,en,0.2,Negative,91,10
1605,peggystuart, one guinea pigs first two pfizervaccine doses january february got third dose booster today still healthy really frail husband got third dose today,lilmissanthropy,"[{'text': 'PfizerVaccine', 'indices': [56, 70]}]",2021-09-30,23900,26191,en,0.19,Negative,148,24
1606,kiddle, immunocompromised thanks medication infusions controlling disease today learned rounds pfizervaccine work blood work showed signs antibodies made antimaskers antiva death sentences people like getva,lilmissanthropy,"[{'text': 'PfizerVaccine', 'indices': [56, 70]}]",2021-09-30,3120,2342,en,0.2,Negative,199,25
1607,ebitalas, first dose pfizervaccine,lilmissanthropy,"[{'text': 'Pfizervaccine', 'indices': [15, 29]}]",2021-09-30,8,34,en,0.25,Negative,25,4
1608,westerlymouth, cranky dan agreed slash gap pfizer weeks wa premier agree match pfizervaccine,lilmissanthropy,"[{'text': 'Pfizervaccine', 'indices': [15, 29]}]",2021-09-30,27,36,en,0.0,Neutral,78,13
1609,batibot_09, vaccine day pfizervaccine,lilmissanthropy,"[{'text': 'Pfizervaccine', 'indices': [27, 41]}]",2021-09-30,198,380,en,0.0,Neutral,26,4
1610,kenwegrzyn, taking almost lives per day peak nyc question going get vaccine protect family uncivilized anyways getvaccinated shoutout pfizervaccine javitscenter ceospeaks,fdallengroupinc,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'NYC', 'indices': [82, 86]}]",2021-09-30,357,531,en,0.0,Neutral,159,21
1611,orangerafi, pfizer jab interval reduced weeks weeks hit double dose target faster changed booking jab october october pfizervaccine coronavirus coronavirusvaccine,fdallengroupinc,"[{'text': 'COVID19', 'indices': [26, 34]}, {'text': 'NYC', 'indices': [82, 86]}]",2021-09-30,261,657,en,0.0,Neutral,151,20
1612,fdallengroupinc, taking almost lives per day peak nyc question going get vaccine protect family uncivilized anyways getvaccinated shoutout pfizervaccine javitscenter ceospeaks,fdallengroupinc,"[{'text': 'COVID19', 'indices': [5, 13]}, {'text': 'NYC', 'indices': [61, 65]}]",2021-09-30,5467,4613,en,0.0,Neutral,159,21
